id,scriptVersionId,languageName,aceLanguageName,isNotebook,versionNumber,forumTopicId,lastRunExecutionTimeSeconds,medal,title,totalComments,totalViews,totalVotes,totalLines,currentUrlSlug,scriptVersionDateCreated,dateEvaluated,cardImageUrl,lastRunTime,scriptUrl,scriptCommentsUrl,scriptInputUrl,scriptEditUrl,hasDataOutputFiles,isGpuEnabled,author_id,author_displayName,author_userName,author_thumbnailUrl,author_profileUrl,author_performanceTier,author_thumbnailName,dataSources_0,dataSources_1,dataSources_2,dataSources_3,dataSources_4,dataSources_5,dataSources_6,dataSources_7,dataSources_8,dataSources_9,dataSources_10,dataSources_11,dataSources_12,categories_0,categories_1,categories_2,categories_3,categories_4,categories_5,categories_6,categories_7,categories_8,categories_9,categories_10,categories_11
27506275,99058289,Python,python,True,14,328063,93,SILVER,Divorce Prediction & Reasons Analysis with PCA,13,626,33,484,divorce-xgboost-pca-analysis-with-shap-tsne,2022-06-22T16:30:17.270Z,2022-06-22T16:30:20.297Z,https://www.kaggleusercontent.com/kf/99058289/eyJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2In0..Nkk46zFadk117j8BN-gQ4A.83rZNpZiq-cK3sGqoSAM1b74Xv1lOS2GS00X9MTCQMQz2ESpwVXz4NIeC33SoJkjw_4Z7UvdsFNhwdR6Qx4POlFlTFnuFOUTDEz_2GnoeSOkM6ETAq_uUQzssNLFpLYWbewZISqNPPV2pQzvuCVzjOxXirU6dnmC0AfEplkeBT2E78jB2AqDIelkxYXQurGGFTofdLMew6mdHx4jNkDHvXJyZlUjr4mKtiIDfQxrEmeiUqR13387GG6JupjkhBQUnRlFrl947HYGaC3HBcM4ytFx8mSKpesfFuOrobhHBmSaKrG1iuQyo_-pm-0B1WYXWp2wO17ozsC2u3pEM01h_FTbsnhdmiX8q-LJPiXmGnDhsWfZoVeSsvgl6-I45ByjyxwNVg6B2SIVJGcdbc46-Z0gvsjocK7Z7G_2OlTFZagg7Mgq51bDNt0gUYx_VmkW8-NyEhA6-hx-HasovREWYzcGOLxmp7DX0fTBbYvpxyKSI7XDZPgzTfFIDbWLwiAbVKquC3GxPF3A307bMBf8Zv2IV15DYC3BlI7-kGXQ1ntqcRBqE3edi6o-OcNDOWUqFVr9pbvnwRuJrwEkjChE8gTp0pmj-XXp4CzNwCEKQL6Dx3wyWdDDmTL0aBBSba32NwRr8nK4Yepo7OQgSbHjbqB-Jej7cwrFh2hhnJe1H33nBNux9tel6V4OeMDinEsK.TJtVG6Or7tIEKgcVW8Oxqw/__results___files/__results___36_0.png,2022-06-22T16:30:20.297Z,/code/azminetoushikwasi/divorce-xgboost-pca-analysis-with-shap-tsne,/code/azminetoushikwasi/divorce-xgboost-pca-analysis-with-shap-tsne/comments,/code/azminetoushikwasi/divorce-xgboost-pca-analysis-with-shap-tsne/data,/code/azminetoushikwasi/divorce-xgboost-pca-analysis-with-shap-tsne/edit,,,7168168,Azmine Toushik Wasi,azminetoushikwasi,https://storage.googleapis.com/kaggle-avatars/thumbnails/7168168-kg.jpg,/azminetoushikwasi,MASTER,7168168-kg.jpg,"{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3879, 'mountSlug': 'crime-in-india'}, 'name': 'Crime in India', 'dataSourceUrl': '/datasets/rajanand/crime-in-india', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/1850/3202/9347acada2d6313719e260cf883ee348/dataset-thumbnail.jpg'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 18513, 'mountSlug': 'insurance'}, 'name': ' Medical Cost Personal Datasets', 'dataSourceUrl': '/datasets/mirichoi0218/insurance', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/13720/18513/71003abbbd54cc65c64065c1de79a9ff/dataset-thumbnail.jpg?t=2018-02-21-00-25-33'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 197227, 'mountSlug': 'news-category-dataset'}, 'name': 'News Category Dataset', 'dataSourceUrl': '/datasets/rmisra/news-category-dataset', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/32526/42326/19f22224e873ca6c82d66e269ac02c0c/dataset-thumbnail.jpg?t=2018-06-21-02-20-24'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 1384091, 'mountSlug': 'divorce-prediction'}, 'name': 'Divorce Prediction', 'dataSourceUrl': '/datasets/andrewmvd/divorce-prediction', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/807599/1383879/39c96b3939838135f8592ed918ae4be8/dataset-thumbnail.png?t=2020-07-30-18-59-23'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 2955773, 'mountSlug': 'predicting-divorce'}, 'name': 'Predicting Divorce', 'dataSourceUrl': '/datasets/csafrit2/predicting-divorce', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/1812142/2955773/1f39773dfd402117dad524124ed4633a/dataset-thumbnail.jpg?t=2021-12-22-05-37-59'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3828856, 'mountSlug': 'woman-harassment-dataset-200121-bangladesh'}, 'name': 'Woman Harassment Dataset 2001-21 | Bangladesh', 'dataSourceUrl': '/datasets/azminetoushikwasi/woman-harassment-dataset-200121-bangladesh', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2279848/3828856/ee7d4b6039c0656bc3e8bb754d479188/dataset-thumbnail.png?t=2022-06-19-10-56-02'}",,,,,,,,"{'id': 8100, 'name': 'people', 'fullPath': 'subject > people and society > people', 'description': 'This tag is for collections of information about, you guessed it, people.', 'datasetCount': 239, 'competitionCount': 2, 'scriptCount': 60, 'totalCount': 301, 'tagUrl': '/tags/people'}","{'id': 11000, 'name': 'people and society', 'fullPath': 'subject > people and society', 'datasetCount': 234, 'scriptCount': 74, 'totalCount': 308, 'tagUrl': '/tags/society-and-social-sciences'}","{'id': 13201, 'name': 'exploratory data analysis', 'fullPath': 'technique > exploratory data analysis', 'datasetCount': 1632, 'scriptCount': 23176, 'totalCount': 24808, 'tagUrl': '/tags/eda'}","{'id': 13208, 'name': 'data visualization', 'fullPath': 'technique > data visualization', 'description': 'The art of depicting data in a visual format. Using charts and graphs, it is easier to observe patterns, relationships, and outliers.', 'datasetCount': 1960, 'scriptCount': 26095, 'totalCount': 28055, 'tagUrl': '/tags/data-visualization'}","{'id': 13215, 'name': 'data analytics', 'fullPath': 'technique > data analytics', 'datasetCount': 1696, 'competitionCount': 6, 'scriptCount': 6245, 'totalCount': 7947, 'tagUrl': '/tags/marketing-analytics'}","{'id': 13302, 'name': 'classification', 'fullPath': 'technique > classification', 'datasetCount': 2488, 'competitionCount': 4, 'scriptCount': 14884, 'totalCount': 17376, 'tagUrl': '/tags/classification'}","{'id': 13306, 'name': 'feature engineering', 'fullPath': 'technique > feature engineering', 'datasetCount': 282, 'scriptCount': 6932, 'totalCount': 7214, 'tagUrl': '/tags/feature-engineering'}","{'id': 13403, 'name': 'xgboost', 'fullPath': 'packages > xgboost', 'description': 'A library that implements the gradient boosting framework onto a wide range of problems including regression and classification. It is optimized for speed and efficiency.', 'datasetCount': 53, 'scriptCount': 5767, 'totalCount': 5820, 'tagUrl': '/tags/xgboost'}","{'id': 13409, 'name': 'pca', 'fullPath': 'technique > pca', 'datasetCount': 38, 'scriptCount': 955, 'totalCount': 993, 'tagUrl': '/tags/pca'}","{'id': 14101, 'name': 'tabular data', 'fullPath': 'data type > tabular data', 'datasetCount': 3994, 'competitionCount': 148, 'scriptCount': 3332, 'totalCount': 7474, 'tagUrl': '/tags/tabular-data'}","{'id': 14201, 'name': 'binary classification', 'fullPath': 'technique > classification > binary classification', 'datasetCount': 561, 'competitionCount': 37, 'scriptCount': 4332, 'totalCount': 4930, 'tagUrl': '/tags/binary-classification'}","{'id': 16430, 'name': 'news', 'fullPath': 'subject > people and society > news', 'datasetCount': 4829, 'competitionCount': 1, 'scriptCount': 3023, 'totalCount': 7853, 'tagUrl': '/tags/news'}"
26816900,98936869,Python,python,True,10,324369,66,SILVER,"▶️ Cristiano Ronaldo ⚽ Goals  📊 EDA, Analysis",30,1675,40,274,cristiano-ronaldo-extended-eda-goals,2022-06-21T09:49:40.227Z,2022-06-21T09:49:41.857Z,https://www.kaggleusercontent.com/kf/98936869/eyJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2In0..5CSgXHUrnXq6yQAsCo_fPw.b5E6ONV7kQ-FZayWcsQiHcEaiAIqymNeJSAbir27EvS-VfWqUgqeI6iyD6E45AtdsuuYYJRgAidWW_r9qw5wzndgOYt0XrIWLes008uas6cX_XoG0DYU_eTwMxm0YDKiWHk7xYVmp2_r92hPF6rQLZzckgkIOk_XE9pTFUvupOaQZm6P_x6J6aw1WhUJDAtIv8ZEE8-1HZOs3Xvqr-ltOyRypRVPHMgPJT9MIiHsdNnf6VG2kgRLHs2vaex8XRvm6JAQnn5JE-G5Av2neaf5UGpJWhv2WgZCbppK0y0MT_oNUlQfofllnEl1eIajJZTv8PrmRlwAbu-yg5HiD9w5dObR8SPUqfawNqwjrvwL5fnHSO5z3vkmk895j-RdKQdzEVsAaabiCkmWcLG-B83wriSEnHOj-6oZ34O-dR7fuEtnDBDEc7PI_0badkJ8hwdfOrNCm190xmdOLO4BH6VZL7c1dquWaDR3iZ7_iZh6i86N7Pl1swX4U6i8pR_XBQ0gSkQULn3PJhCI2fGp2LWhFB2Xs5_a1D9l-nLSp9utD0FHAHTSXTHS7zMeuBCfFihp-DEqfItHwhHXcgjYncKXIRrPsOEqU4HqcYKQwWXGkaij68vsD5BESmk-O6cK5JEAQ92mfHWrq2VyjVOpWn4ksyxVTHyj76HFuErAObTn6wYbrv8r5npvm2Yez5nLy27q.nsbxBx4hE7SnJkZ1DElkfg/__results___files/__results___14_1.png,2022-06-21T09:49:41.857Z,/code/azminetoushikwasi/cristiano-ronaldo-extended-eda-goals,/code/azminetoushikwasi/cristiano-ronaldo-extended-eda-goals/comments,/code/azminetoushikwasi/cristiano-ronaldo-extended-eda-goals/data,/code/azminetoushikwasi/cristiano-ronaldo-extended-eda-goals/edit,,,7168168,Azmine Toushik Wasi,azminetoushikwasi,https://storage.googleapis.com/kaggle-avatars/thumbnails/7168168-kg.jpg,/azminetoushikwasi,MASTER,7168168-kg.jpg,"{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3792824, 'mountSlug': 'epl-21-22-matches-players'}, 'name': 'EPL ⚽ 2021-22 ⭐ English Premier League', 'dataSourceUrl': '/datasets/azminetoushikwasi/epl-21-22-matches-players', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2218363/3708876/16b09fe3a64952f478a25fd24b4edd10/dataset-thumbnail.png?t=2022-05-28-08-05-03'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3807095, 'mountSlug': 'cr7-cristiano-ronaldo-all-club-goals-stats'}, 'name': '⚽ Cristiano Ronaldo ⭐ All Club Goals 📈📊', 'dataSourceUrl': '/datasets/azminetoushikwasi/cr7-cristiano-ronaldo-all-club-goals-stats', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2150776/3580906/efff23415b19fb0e0a8896bd537132cf/dataset-thumbnail.jpeg?t=2022-05-05-12-55-45'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3832617, 'mountSlug': 'ucl-202122-uefa-champions-league'}, 'name': 'UCL ⚽ 2021-22 ⭐ Players Data | Champions League', 'dataSourceUrl': '/datasets/azminetoushikwasi/ucl-202122-uefa-champions-league', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2226795/3723699/d2381a14b3b91cea913bf7ddccd075e3/dataset-thumbnail.jpg?t=2022-05-31-07-56-09'}",,,,,,,,,,,"{'id': 2603, 'name': 'football', 'fullPath': 'subject > health and fitness > exercise > sports > football', 'description': 'Some call it association football, some call it soccer, most call it sport ball. Come analyze the teams and players of the beautiful game.', 'datasetCount': 1559, 'competitionCount': 5, 'scriptCount': 779, 'totalCount': 2343, 'tagUrl': '/tags/association-football'}","{'id': 4141, 'name': 'sports', 'fullPath': 'subject > health and fitness > exercise > sports', 'description': ""The sports tag covers the whole spectrum of sports around the world. We've got tennis, we've got football, and we've even got kitefoil racing."", 'datasetCount': 3580, 'competitionCount': 17, 'scriptCount': 3202, 'totalCount': 6799, 'tagUrl': '/tags/sports'}","{'id': 13201, 'name': 'exploratory data analysis', 'fullPath': 'technique > exploratory data analysis', 'datasetCount': 1632, 'scriptCount': 23176, 'totalCount': 24808, 'tagUrl': '/tags/eda'}","{'id': 13208, 'name': 'data visualization', 'fullPath': 'technique > data visualization', 'description': 'The art of depicting data in a visual format. Using charts and graphs, it is easier to observe patterns, relationships, and outliers.', 'datasetCount': 1960, 'scriptCount': 26095, 'totalCount': 28055, 'tagUrl': '/tags/data-visualization'}","{'id': 13215, 'name': 'data analytics', 'fullPath': 'technique > data analytics', 'datasetCount': 1696, 'competitionCount': 6, 'scriptCount': 6245, 'totalCount': 7947, 'tagUrl': '/tags/marketing-analytics'}",,,,,,,
26802151,98759525,Python,python,True,8,323281,63,SILVER,ML Foundation ➡️ Cross Validation ✅ All Methods,10,888,42,344,tutorial-07-cross-validation-methods,2022-06-19T10:43:52.773Z,2022-06-19T10:43:56.410Z,,2022-06-19T10:43:56.410Z,/code/azminetoushikwasi/tutorial-07-cross-validation-methods,/code/azminetoushikwasi/tutorial-07-cross-validation-methods/comments,/code/azminetoushikwasi/tutorial-07-cross-validation-methods/data,/code/azminetoushikwasi/tutorial-07-cross-validation-methods/edit,True,,7168168,Azmine Toushik Wasi,azminetoushikwasi,https://storage.googleapis.com/kaggle-avatars/thumbnails/7168168-kg.jpg,/azminetoushikwasi,MASTER,7168168-kg.jpg,"{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3781482, 'mountSlug': 'happiness-books-quotes-reviews-sentiments'}, 'name': 'Bestseller Happiness Books 📚 Reviews, Quotes', 'dataSourceUrl': '/datasets/azminetoushikwasi/happiness-books-quotes-reviews-sentiments', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2141328/3563148/5d0b0a7b973176f96b41d20aef9b6110/dataset-thumbnail.png?t=2022-05-02-07-29-59'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3804815, 'mountSlug': 'bestseller-selfhelp-books-inforeviewssentiment'}, 'name': '📑 Top Self-Help Books 📚📕 2022 Collection 📌', 'dataSourceUrl': '/datasets/azminetoushikwasi/bestseller-selfhelp-books-inforeviewssentiment', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2138823/3558431/b1b30299111be988d7af529c8606a5a2/dataset-thumbnail.jpg?t=2022-05-01-09-20-03'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3810619, 'mountSlug': 'parts-of-speech-collection-2022'}, 'name': '📕 Words - Parts of Speech 📰 Collection 2022 📌', 'dataSourceUrl': '/datasets/azminetoushikwasi/parts-of-speech-collection-2022', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2141804/3564023/ed3ac2570640b111eb6eef3968a7471a/dataset-thumbnail.png?t=2022-05-02-10-26-20'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3828856, 'mountSlug': 'woman-harassment-dataset-200121-bangladesh'}, 'name': 'Woman Harassment Dataset 2001-21 | Bangladesh', 'dataSourceUrl': '/datasets/azminetoushikwasi/woman-harassment-dataset-200121-bangladesh', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2279848/3828856/ee7d4b6039c0656bc3e8bb754d479188/dataset-thumbnail.png?t=2022-06-19-10-56-02'}","{'reference': {'sourceId': 3136, 'mountSlug': 'titanic'}, 'name': 'Titanic - Machine Learning from Disaster', 'dataSourceUrl': '/competitions/titanic', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/3136/logos/thumb76_76.png'}","{'reference': {'sourceId': 5407, 'mountSlug': 'house-prices-advanced-regression-techniques'}, 'name': 'House Prices - Advanced Regression Techniques', 'dataSourceUrl': '/competitions/house-prices-advanced-regression-techniques', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/5407/logos/thumb76_76.png'}","{'reference': {'sourceId': 8587, 'mountSlug': 'competitive-data-science-predict-future-sales'}, 'name': 'Predict Future Sales', 'dataSourceUrl': '/competitions/competitive-data-science-predict-future-sales', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/8587/logos/thumb76_76.png?t=2018-02-17-15-25-52'}","{'reference': {'sourceId': 29781, 'mountSlug': 'store-sales-time-series-forecasting'}, 'name': 'Store Sales - Time Series Forecasting', 'dataSourceUrl': '/competitions/store-sales-time-series-forecasting', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/29781/logos/thumb76_76.png?t=2021-09-22-20-00-45'}","{'reference': {'sourceId': 33105, 'mountSlug': 'tabular-playground-series-may-2022'}, 'name': 'Tabular Playground Series - May 2022', 'dataSourceUrl': '/competitions/tabular-playground-series-may-2022', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/33105/logos/thumb76_76.png?t=2021-12-30-01-26-33'}","{'reference': {'sourceId': 33106, 'mountSlug': 'tabular-playground-series-jun-2022'}, 'name': 'Tabular Playground Series - Jun 2022', 'dataSourceUrl': '/competitions/tabular-playground-series-jun-2022', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/33106/logos/thumb76_76.png?t=2021-12-30-01-27-22'}","{'reference': {'sourceId': 34349, 'mountSlug': 'jpx-tokyo-stock-exchange-prediction'}, 'name': 'JPX Tokyo Stock Exchange Prediction', 'dataSourceUrl': '/competitions/jpx-tokyo-stock-exchange-prediction', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/34349/logos/thumb76_76.png?t=2022-03-28-08-13-20'}","{'reference': {'sourceId': 34377, 'mountSlug': 'spaceship-titanic'}, 'name': 'Spaceship Titanic', 'dataSourceUrl': '/competitions/spaceship-titanic', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/34377/logos/thumb76_76.png?t=2022-02-11-22-07-57'}","{'reference': {'sourceId': 35887, 'mountSlug': 'AI4Code'}, 'name': 'Google AI4Code – Understand Code in Python Notebooks', 'dataSourceUrl': '/competitions/AI4Code', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/35887/logos/thumb76_76.png?t=2022-05-09-23-41-45'}","{'id': 13201, 'name': 'exploratory data analysis', 'fullPath': 'technique > exploratory data analysis', 'datasetCount': 1632, 'scriptCount': 23176, 'totalCount': 24808, 'tagUrl': '/tags/eda'}","{'id': 13202, 'name': 'data cleaning', 'fullPath': 'analysis > data cleaning', 'datasetCount': 883, 'scriptCount': 8754, 'totalCount': 9637, 'tagUrl': '/tags/data-cleaning'}","{'id': 13210, 'name': 'statistical analysis', 'fullPath': 'analysis > statistical analysis', 'datasetCount': 307, 'scriptCount': 1780, 'totalCount': 2087, 'tagUrl': '/tags/statistical-analysis'}","{'id': 13215, 'name': 'data analytics', 'fullPath': 'technique > data analytics', 'datasetCount': 1696, 'competitionCount': 6, 'scriptCount': 6245, 'totalCount': 7947, 'tagUrl': '/tags/marketing-analytics'}","{'id': 13315, 'name': 'model comparison', 'fullPath': 'technique > model comparison', 'datasetCount': 81, 'scriptCount': 2707, 'totalCount': 2788, 'tagUrl': '/tags/model-comparison'}",,,,,,,
