id,scriptVersionId,languageName,aceLanguageName,isNotebook,versionNumber,forumTopicId,lastRunExecutionTimeSeconds,medal,title,totalComments,totalViews,totalVotes,totalLines,currentUrlSlug,scriptVersionDateCreated,dateEvaluated,cardImageUrl,lastRunTime,scriptUrl,scriptCommentsUrl,scriptInputUrl,scriptEditUrl,isGpuEnabled,hasDataOutputFiles,author_id,author_displayName,author_userName,author_thumbnailUrl,author_profileUrl,author_performanceTier,author_thumbnailName,dataSources_0,dataSources_1,dataSources_2,dataSources_3,dataSources_4,dataSources_5,dataSources_6,dataSources_7,dataSources_8,dataSources_9,dataSources_10,dataSources_11,categories_0,categories_1,categories_2,categories_3,categories_4,categories_5,categories_6,categories_7,categories_8,categories_9,categories_10,categories_11
26870826,98608753,Python,python,True,9,325286,61,SILVER,▶️ Lionel Messi 📊 Extended EDA ⚽ Goals ,20,1181,44,380,lionel-messi-extended-eda-goals,2022-06-17T11:37:28.947Z,2022-06-17T11:37:30.810Z,https://www.kaggleusercontent.com/kf/98608753/eyJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2In0..uBbCSU56MjzQP5v8rIm5mQ.gzkBXje6kg_7-gvOlpWZ6G88n9u0VnLGHBKvPw5HSFEJqalAq5ayLxh2koBTiOEqVWJwXm6gzUK_g4J5Cjpsi_tjA1DLKM-xIs73zp8GeL18Zg0UuH7FtiI9YphlQkIEEj0Yf6ptHYFTnYRDwyYqmm9CPVfWUDIeFy8LlKvjyZOmcGLAk8vraDrEXJ0iHWeX6sHXYup923ibnKEoVFKX6Hk6ehsPw8pQwT5EAR7mV_vy9w1ATNAgjM2rbiqfMGAlp2LSfwKCZvVXfb77jKOVat-PSXWNlqlW50fMbb1wohH2m_f69emPepsQaHLpwsl3UNdCx0dU3ggkc4f1x0q6-7vCYjUncDL0aNRp2Nv23s3MYd_2IjKJT73OgE0A-rm2IgnEkzBAIa6TxCiR6pZaz7DX1my2uRndNitp6KQ597eZZtKbGJLf0-UJRYJb5cmvx_2pptNnr8N8EwJVwzhxNApWR3Ra5mB8Ha3p-68NJXDACMV7Smj5BcAjfFW3BEp5K9mrMW4CmMqqjNzdNIXeE_JoXhrThJdczs6TUgU3rCCFW6k0GDNyGIQW98UON5mPp-UDpUMfIbECkBxqg4kinyp4ed5XxQR-t4-rfOSY7_KQkWBpV4LmNhJlVbBwj4yUixssasfMijwih-z2KPNia6hE7NK8pbFeihYTYuSOFBs4r6YZRHPcsMAthLMYPNv0.CKETYSXSyz5b8o253XPLGw/__results___files/__results___22_0.png,2022-06-17T11:37:30.810Z,/code/azminetoushikwasi/lionel-messi-extended-eda-goals,/code/azminetoushikwasi/lionel-messi-extended-eda-goals/comments,/code/azminetoushikwasi/lionel-messi-extended-eda-goals/data,/code/azminetoushikwasi/lionel-messi-extended-eda-goals/edit,,,7168168,Azmine Toushik Wasi,azminetoushikwasi,https://storage.googleapis.com/kaggle-avatars/thumbnails/7168168-kg.jpg,/azminetoushikwasi,MASTER,7168168-kg.jpg,"{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 589, 'mountSlug': 'soccer'}, 'name': 'European Soccer Database', 'dataSourceUrl': '/datasets/hugomathien/soccer', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/63/141/e5591c2bbb5997993769650c8bf5ab79/dataset-thumbnail.jpg'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 1336, 'mountSlug': 'football-events'}, 'name': 'Football Events', 'dataSourceUrl': '/datasets/secareanualin/football-events', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/712/1336/32bcaf498efc8122a07392edf71416c0/dataset-thumbnail.jpg'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 29747, 'mountSlug': 'fifa-world-cup'}, 'name': 'FIFA World Cup', 'dataSourceUrl': '/datasets/abecklas/fifa-world-cup', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/19728/25597/be06962b4be9a775876d089770b9707a/dataset-thumbnail.jpg?t=2018-04-04-18-49-45'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 39755, 'mountSlug': 'football-matches-of-spanish-league'}, 'name': 'Football Matches of Spanish League', 'dataSourceUrl': '/datasets/ricardomoya/football-matches-of-spanish-league', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/1391/2505/a27eb567d26cbe781638d430e98a2bc5/dataset-thumbnail.png'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 57051, 'mountSlug': 'fifa-2018-match-statistics'}, 'name': 'Predict FIFA 2018 Man of the Match', 'dataSourceUrl': '/datasets/mathan/fifa-2018-match-statistics', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/32736/42799/cf50933b87cc1bd45c401bc238471acb/dataset-thumbnail.jpg?t=2018-06-22-02-32-03'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 705412, 'mountSlug': 'fifa-20-complete-player-dataset'}, 'name': 'FIFA 20 complete player dataset', 'dataSourceUrl': '/datasets/stefanoleone992/fifa-20-complete-player-dataset', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/360179/705412/2719d06966d669c5da5a2e420c84febb/dataset-thumbnail.jpg?t=2019-09-26-20-21-23'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 1713018, 'mountSlug': 'top-football-leagues-scorers'}, 'name': 'Top Football Leagues Scorers', 'dataSourceUrl': '/datasets/mohamedhanyyy/top-football-leagues-scorers', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/1015903/1713018/cc9488ad401eadfc3939712e329da689/dataset-thumbnail.jpg?t=2020-12-04-18-37-09'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3792827, 'mountSlug': 'ucl-202122-uefa-champions-league'}, 'name': 'UCL ⚽ 2021-22 ⭐ Players Data | Champions League', 'dataSourceUrl': '/datasets/azminetoushikwasi/ucl-202122-uefa-champions-league', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2226795/3723699/d2381a14b3b91cea913bf7ddccd075e3/dataset-thumbnail.jpg?t=2022-05-31-07-56-09'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3807098, 'mountSlug': '-lionel-messi-all-club-goals'}, 'name': '⚽ Lionel Messi ⭐ All Club Goals 📈📊', 'dataSourceUrl': '/datasets/azminetoushikwasi/-lionel-messi-all-club-goals', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2156368/3594358/7aef69c3b9ec8850c3dff00a075c5f9a/dataset-thumbnail.jpg?t=2022-05-07-15-57-44'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3812890, 'mountSlug': 'international-football-results-from-1872-to-2017'}, 'name': 'International football results from 1872 to 2022', 'dataSourceUrl': '/datasets/martj42/international-football-results-from-1872-to-2017', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/4305/6656/174b3eae6099dbc6ef1149ce22eb3e5f/dataset-thumbnail.jpg?t=2017-11-10-00-33-18'}",,,,,,,,,,,,,,
27667852,98399005,Python,python,True,11,329193,52,SILVER,UCL ⚽ EDA & Viz ⭐ 2021-22 ⭐ Players & Teams,12,766,26,536,ucl-eda-viz-2021-22-players-teams,2022-06-15T04:45:53.597Z,2022-06-15T04:45:57.837Z,https://www.kaggleusercontent.com/kf/98399005/eyJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2In0..Vs_aEkNod6R-1VXuEOiM9A.ma5wGoLsrHdWKPWOSxZBqz7rzdqTx2DPHhCCtHWoUQ5uZ_HqZvTj0R8UsaYu_3ZwetR9XiWdMy7KsI4QznZRNjvrWIFwNltr6qbty-lPn-QdaCDMrk6bffYFcQk5j6UE8VeWgSlx_xwMb5mgQXNK_XmKUUwwL8wGu60LoEvMfjX2oOYmJFFU_8ndRSRJC4NJmBsixkwMgAzqME8iFCSaX1mZaAwKxXVDE8nXT-uxWU1I1KWtIXUYOpKP7YQEGQVh0D2KRKoTXJMDNkOJz7L7VdHsMOl4lfVJYjSq_iJQ1JPYxr0yFixx5zv4GjAzaM1sDlYBsuQ9Q3RwkTvAs21Q-rUuu8qMdlW5ASyF9S_s_4SGL3dPioJCoJBINvkfkr0aaasIo7h-vT-GzhExWSRReetZWSYWvKXr-WJhl7uSvaIgBJ9Lrh_kJXBDsq_kRJ-w7hezhXLKiAn1j9VFKaOfDehCvq_BsCroelSTSkZJk-DUao_ohKNAJjgv2MbSyZztb0ppDHdZwiSi2trZMXglJE_uOTpTItFYyOt6Fb40ZlDt-c82Ixsk5GfqG-3eu1hrH9RbitQCBl0AhRjbL1ybT9apyHAp2f0gCZJvIFtJRlPFJOsuBJX2FkK-PmxgAukiqUFWH7zUXPsAoM_QrQtHP7tonH9xVIwywvuzwsoQVKaIhCB2qDdcKnZQA6Bp8Kg2.Y-KQM9hs_DJPJWzaQmBNpg/__results___files/__results___100_0.png,2022-06-15T04:45:57.837Z,/code/azminetoushikwasi/ucl-eda-viz-2021-22-players-teams,/code/azminetoushikwasi/ucl-eda-viz-2021-22-players-teams/comments,/code/azminetoushikwasi/ucl-eda-viz-2021-22-players-teams/data,/code/azminetoushikwasi/ucl-eda-viz-2021-22-players-teams/edit,,,7168168,Azmine Toushik Wasi,azminetoushikwasi,https://storage.googleapis.com/kaggle-avatars/thumbnails/7168168-kg.jpg,/azminetoushikwasi,MASTER,7168168-kg.jpg,"{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 589, 'mountSlug': 'soccer'}, 'name': 'European Soccer Database', 'dataSourceUrl': '/datasets/hugomathien/soccer', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/63/141/e5591c2bbb5997993769650c8bf5ab79/dataset-thumbnail.jpg'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 36483, 'mountSlug': 'tweets-during-r-madrid-vs-liverpool-ucl-2018'}, 'name': 'Tweets during Real Madrid vs Liverpool ', 'dataSourceUrl': '/datasets/xvivancos/tweets-during-r-madrid-vs-liverpool-ucl-2018', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/28627/36483/787a65ca94292935814682b5a607effb/dataset-thumbnail.jpg?t=2018-05-26-22-22-40'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 1746550, 'mountSlug': 'uefa-champions-league-players-group-stage-2020'}, 'name': 'UEFA Champions league Players (Group Stage) - 2020', 'dataSourceUrl': '/datasets/omarmohamedhamed/uefa-champions-league-players-group-stage-2020', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/1035652/1744453/f8884b75a91e2eaa8455b4513e6b4222/dataset-thumbnail.jpg?t=2020-12-14-23-02-30'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 2460912, 'mountSlug': 'ucl-statistics'}, 'name': 'UCL statistics (1993-2020)', 'dataSourceUrl': '/datasets/bakar31/ucl-statistics', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/1365485/2268071/09c0e1d927c26dc22a88d36a8833de8b/dataset-thumbnail.jpg?t=2021-05-25-09-08-02'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 2867375, 'mountSlug': 'uefa-champions-league-quarter-finals-since-1980'}, 'name': 'UEFA Champions League Quarter Finals Since 1980', 'dataSourceUrl': '/datasets/johnharshith/uefa-champions-league-quarter-finals-since-1980', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/1744241/2849352/0186e375d5ea34a3387d870e2675bbeb/dataset-thumbnail.png?t=2021-11-24-22-15-33'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3714068, 'mountSlug': '20212022-football-player-stats'}, 'name': '2021-2022 Football Player Stats', 'dataSourceUrl': '/datasets/vivovinco/20212022-football-player-stats', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2152934/3586160/cb6c95710cbf178cb9d6d5f0bd839f08/dataset-thumbnail.png?t=2022-05-06-09-11-46'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3792827, 'mountSlug': 'ucl-202122-uefa-champions-league'}, 'name': 'UCL ⚽ 2021-22 ⭐ Players Data | Champions League', 'dataSourceUrl': '/datasets/azminetoushikwasi/ucl-202122-uefa-champions-league', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2226795/3723699/d2381a14b3b91cea913bf7ddccd075e3/dataset-thumbnail.jpg?t=2022-05-31-07-56-09'}",,,,,,"{'id': 1219, 'name': 'research', 'fullPath': 'subject > science and technology > research', 'description': ""Research is our endeavor to systematically increase our knowledge about the world. Whether it's undertaken by greats like Einstein or underpaid graduate students, you'll find the fruits of their labor in this tag plus the kernels that make their work reproducible."", 'datasetCount': 336, 'competitionCount': 6, 'scriptCount': 247, 'totalCount': 589, 'tagUrl': '/tags/research'}","{'id': 2603, 'name': 'football', 'fullPath': 'subject > health and fitness > exercise > sports > football', 'description': 'Some call it association football, some call it soccer, most call it sport ball. Come analyze the teams and players of the beautiful game.', 'datasetCount': 1549, 'competitionCount': 5, 'scriptCount': 777, 'totalCount': 2331, 'tagUrl': '/tags/association-football'}","{'id': 4141, 'name': 'sports', 'fullPath': 'subject > health and fitness > exercise > sports', 'description': ""The sports tag covers the whole spectrum of sports around the world. We've got tennis, we've got football, and we've even got kitefoil racing."", 'datasetCount': 3554, 'competitionCount': 17, 'scriptCount': 3199, 'totalCount': 6770, 'tagUrl': '/tags/sports'}","{'id': 13201, 'name': 'exploratory data analysis', 'fullPath': 'technique > exploratory data analysis', 'datasetCount': 1615, 'scriptCount': 23101, 'totalCount': 24716, 'tagUrl': '/tags/eda'}","{'id': 13202, 'name': 'data cleaning', 'fullPath': 'analysis > data cleaning', 'datasetCount': 874, 'scriptCount': 8712, 'totalCount': 9586, 'tagUrl': '/tags/data-cleaning'}","{'id': 13208, 'name': 'data visualization', 'fullPath': 'technique > data visualization', 'description': 'The art of depicting data in a visual format. Using charts and graphs, it is easier to observe patterns, relationships, and outliers.', 'datasetCount': 1945, 'scriptCount': 26017, 'totalCount': 27962, 'tagUrl': '/tags/data-visualization'}","{'id': 13210, 'name': 'statistical analysis', 'fullPath': 'analysis > statistical analysis', 'datasetCount': 306, 'scriptCount': 1770, 'totalCount': 2076, 'tagUrl': '/tags/statistical-analysis'}","{'id': 13213, 'name': 'survey analysis', 'fullPath': 'analysis > survey analysis', 'datasetCount': 180, 'competitionCount': 4, 'scriptCount': 471, 'totalCount': 655, 'tagUrl': '/tags/survey-analysis'}","{'id': 13215, 'name': 'data analytics', 'fullPath': 'technique > data analytics', 'datasetCount': 1683, 'competitionCount': 6, 'scriptCount': 6186, 'totalCount': 7875, 'tagUrl': '/tags/marketing-analytics'}","{'id': 14101, 'name': 'tabular data', 'fullPath': 'data type > tabular data', 'datasetCount': 3941, 'competitionCount': 148, 'scriptCount': 3312, 'totalCount': 7401, 'tagUrl': '/tags/tabular-data'}",,
27588167,98327761,Python,python,True,6,328702,88,GOLD,➡️ Intro to Imputation 🔍 Different Techniques,17,2238,93,357,intro-to-imputation-different-techniques,2022-06-14T09:44:39.120Z,2022-06-14T09:44:41.473Z,https://www.kaggleusercontent.com/kf/98327761/eyJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2In0..MmqMaUkjoUO-0fIwW1bPug.TU4vvxt8uPOJdBZcXZhIpzKJ7378kYemtAde1BkvY_Zdk8-xiNiLMgV-tdJQITq9j22kh6tyxk0y_7yPexX6ROx5McHaTADPsIzvwGY_-rkGKJ-5LVQ84QSUmFTx8u2nDsNa5eR3yZbZVPHHb2TfwZZMx2xUEXdy9SSD5kVHuPOEXv5J8x2o_PWfnly_qGqIJsG9LjCc8KZaNKV6uxwr31MgTx58mf6Yxr--b_EEpkpLL2rUZJMbu7MXVs17_oSi51WgWqS8KYRBL5imta9XyDvuxmrkrLZWw8QbMAcQ4lTLrrhu1gLeo4p-VYEXxQ2eBJmYqZpQkFyg6jojkrxl8rpNsBtpBlNnBsAFRJM1ybguqnZiJ3Z4bnvc0nXifaSvN1o_uMc3kMSzE3Z08Yn7Gv8AUMnZV_qXSi4iYZt_CYrDWNPLy1IeRRG1e64T29dWGoC6VLYEqhcnx87UO3KPZ7cYtOsX3x8dYaD9zyBgl7RxS52-szP_aM9i09OcwWUFVqvO7GW2jHsBipghwnOTnloQiawTTR-m9AE-8X2ycNtfM-MLFxACVmUs5hchaMfJYW_yJ40jEjtw5acBsFkehb0G-xAJTDn1TTyFrjnZW_h6iN8HUCwp0IJaIMYAIYmuvyPWAvshDV7osBkNOL3xl1M6cdfCb8Hw6FVwufgOEA-yRGnHtAFyepzc8RQmO5Du.ZoJBOxuDVBF_ZHmvlGmymw/__results___files/__results___17_1.png,2022-06-14T09:44:41.473Z,/code/azminetoushikwasi/intro-to-imputation-different-techniques,/code/azminetoushikwasi/intro-to-imputation-different-techniques/comments,/code/azminetoushikwasi/intro-to-imputation-different-techniques/data,/code/azminetoushikwasi/intro-to-imputation-different-techniques/edit,True,True,7168168,Azmine Toushik Wasi,azminetoushikwasi,https://storage.googleapis.com/kaggle-avatars/thumbnails/7168168-kg.jpg,/azminetoushikwasi,MASTER,7168168-kg.jpg,"{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 7876, 'mountSlug': 'california-housing-prices'}, 'name': 'California Housing Prices', 'dataSourceUrl': '/datasets/camnugent/california-housing-prices', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/5227/7876/3d18388d350d2791f4121a232acce097/dataset-thumbnail.jpg?t=2017-11-24-13-55-38'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 38454, 'mountSlug': 'melbourne-housing-snapshot'}, 'name': 'Melbourne Housing Snapshot', 'dataSourceUrl': '/datasets/dansbecker/melbourne-housing-snapshot', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2709/4483/d0ebddfbbd8bd5e3b2af1c21948dff0c/dataset-thumbnail.jpg'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3774368, 'mountSlug': 'software-professional-salaries-2022'}, 'name': 'Salary Dataset - 2022', 'dataSourceUrl': '/datasets/iamsouravbanerjee/software-professional-salaries-2022', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2235743/3740052/2459c1270ec6c618517b3f22225f7626/dataset-thumbnail.png?t=2022-06-03-11-49-33'}","{'reference': {'sourceId': 3136, 'mountSlug': 'titanic'}, 'name': 'Titanic - Machine Learning from Disaster', 'dataSourceUrl': '/competitions/titanic', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/3136/logos/thumb76_76.png'}","{'reference': {'sourceId': 5407, 'mountSlug': 'house-prices-advanced-regression-techniques'}, 'name': 'House Prices - Advanced Regression Techniques', 'dataSourceUrl': '/competitions/house-prices-advanced-regression-techniques', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/5407/logos/thumb76_76.png'}","{'reference': {'sourceId': 8587, 'mountSlug': 'competitive-data-science-predict-future-sales'}, 'name': 'Predict Future Sales', 'dataSourceUrl': '/competitions/competitive-data-science-predict-future-sales', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/8587/logos/thumb76_76.png?t=2018-02-17-15-25-52'}","{'reference': {'sourceId': 33105, 'mountSlug': 'tabular-playground-series-may-2022'}, 'name': 'Tabular Playground Series - May 2022', 'dataSourceUrl': '/competitions/tabular-playground-series-may-2022', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/33105/logos/thumb76_76.png?t=2021-12-30-01-26-33'}","{'reference': {'sourceId': 33106, 'mountSlug': 'tabular-playground-series-jun-2022'}, 'name': 'Tabular Playground Series - Jun 2022', 'dataSourceUrl': '/competitions/tabular-playground-series-jun-2022', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/33106/logos/thumb76_76.png?t=2021-12-30-01-27-22'}","{'reference': {'sourceId': 34349, 'mountSlug': 'jpx-tokyo-stock-exchange-prediction'}, 'name': 'JPX Tokyo Stock Exchange Prediction', 'dataSourceUrl': '/competitions/jpx-tokyo-stock-exchange-prediction', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/34349/logos/thumb76_76.png?t=2022-03-28-08-13-20'}","{'reference': {'sourceId': 34377, 'mountSlug': 'spaceship-titanic'}, 'name': 'Spaceship Titanic', 'dataSourceUrl': '/competitions/spaceship-titanic', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/34377/logos/thumb76_76.png?t=2022-02-11-22-07-57'}","{'reference': {'sourceId': 35332, 'mountSlug': 'amex-default-prediction'}, 'name': 'American Express - Default Prediction', 'dataSourceUrl': '/competitions/amex-default-prediction', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/35332/logos/thumb76_76.png?t=2022-03-23-01-01-10'}",,"{'id': 6603, 'name': 'categorical data', 'fullPath': 'data type > categorical data', 'description': 'Categorical data are observations that fall into discrete categories, like dog breed, dog color or whether or not a dog likes chew toys.', 'datasetCount': 843, 'competitionCount': 2, 'scriptCount': 1255, 'totalCount': 2100, 'tagUrl': '/tags/categorical-data'}","{'id': 13201, 'name': 'exploratory data analysis', 'fullPath': 'technique > exploratory data analysis', 'datasetCount': 1615, 'scriptCount': 23101, 'totalCount': 24716, 'tagUrl': '/tags/eda'}","{'id': 13202, 'name': 'data cleaning', 'fullPath': 'analysis > data cleaning', 'datasetCount': 874, 'scriptCount': 8712, 'totalCount': 9586, 'tagUrl': '/tags/data-cleaning'}","{'id': 13208, 'name': 'data visualization', 'fullPath': 'technique > data visualization', 'description': 'The art of depicting data in a visual format. Using charts and graphs, it is easier to observe patterns, relationships, and outliers.', 'datasetCount': 1945, 'scriptCount': 26017, 'totalCount': 27962, 'tagUrl': '/tags/data-visualization'}","{'id': 13215, 'name': 'data analytics', 'fullPath': 'technique > data analytics', 'datasetCount': 1683, 'competitionCount': 6, 'scriptCount': 6186, 'totalCount': 7875, 'tagUrl': '/tags/marketing-analytics'}","{'id': 14101, 'name': 'tabular data', 'fullPath': 'data type > tabular data', 'datasetCount': 3941, 'competitionCount': 148, 'scriptCount': 3312, 'totalCount': 7401, 'tagUrl': '/tags/tabular-data'}","{'id': 16580, 'name': 'gpu', 'fullPath': 'subject > science and technology > computer science > accelerators > gpu', 'description': 'A generalized processor that excels at small-to-medium-scale matrix operations. It is traditionally used for training machine learning models on very large datasets.', 'datasetCount': 91, 'scriptCount': 2249749, 'totalCount': 2249840, 'tagUrl': '/tags/gpu'}",,,,,
