id,scriptVersionId,languageName,aceLanguageName,isNotebook,versionNumber,forumTopicId,lastRunExecutionTimeSeconds,medal,title,totalComments,totalViews,totalVotes,totalLines,currentUrlSlug,scriptVersionDateCreated,dateEvaluated,cardImageUrl,lastRunTime,scriptUrl,scriptCommentsUrl,scriptInputUrl,scriptEditUrl,isGpuEnabled,hasDataOutputFiles,author_id,author_displayName,author_userName,author_thumbnailUrl,author_profileUrl,author_performanceTier,author_thumbnailName,dataSources_0,dataSources_1,dataSources_2,dataSources_3,dataSources_4,dataSources_5,dataSources_6,dataSources_7,dataSources_8,dataSources_9,dataSources_10,dataSources_11,dataSources_12,categories_0,categories_1,categories_2,categories_3,categories_4,categories_5,categories_6,categories_7,categories_8,categories_9,categories_10,categories_11
28390671,99799328,Python,python,True,1,334481,6,BRONZE,Clustering Techniques & Algorithms Analysis,1,40,8,645,intro-to-clustering-techniques-algorithms,2022-07-01T18:28:18.823Z,2022-07-01T18:28:34.500Z,https://www.kaggleusercontent.com/kf/99799328/eyJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2In0..ml8lgSnme27IopQN_cn3tg.SzgeclLZVG9U4DVgPl371Evbv03jyDDBoU8YHqJDlWSs6YoYx0f1FgQtmnwYYP63w876xvwK4H76OHfIEXJGN8Cux2g4HyxEf2J9TB6-D3cAjjyyWCwpH57X8rvhBQ0C78VeQ5getbkBWGg-E4m85ZbXOYOqiKKVkPl6lQRcfJsZwdaJrMplJo8pRlmD1IHupzodiVqUQPD4UVPTYShSOWm_PUizOxkAm0-ZHGvYSNBIvZqMgb9Sxl4N5pDcnnKYa1T0Vjm9qnJ-cZZGMDV5WzSM-Lg6OAHwOsEFzUK9UKczss_jimGOKzjUZK54C-AahxWEpGhVd1YhZkWJYtlXRKCFmD3bWR4urpjVAFBboiZZyXzZ7D5Q3deJVspOxocL1q1qyMs3bKOwiA6c39G9LkcJnpoJImAIJnX5VJwy1Gbqkionf6r4AEXihFpaix4ogPQCfF6rMdqvlrIrLIGmaupYQ8NFPW_gXn0NeKwbMQ98JxqYU5yNu0puUPNobc_llb8LxK-9LmIEo9K39z-kZ7Gg6d9y04CB_P_kl8HHVd0vyJlMXz016dEFrA-3Y6vK0zK8RPIVF-HN2n_Ovar3OKvHSQKRzboHV5I0yP1QMON7k68S8gUYmdkL6qlpQKxkQJou0tov0L2UGzHdUWCFuyPbQhU6jMtKzVaiZn3IheEGKoQVk94BqIcPVmaXhR6l.h_D1rfdCNxoamhQm4FMFoQ/__results___files/__results___4_1.png,2022-07-01T18:28:34.500Z,/code/azminetoushikwasi/intro-to-clustering-techniques-algorithms,/code/azminetoushikwasi/intro-to-clustering-techniques-algorithms/comments,/code/azminetoushikwasi/intro-to-clustering-techniques-algorithms/data,/code/azminetoushikwasi/intro-to-clustering-techniques-algorithms/edit,,,7168168,Azmine Toushik Wasi,azminetoushikwasi,https://storage.googleapis.com/kaggle-avatars/thumbnails/7168168-kg.jpg,/azminetoushikwasi,MASTER,7168168-kg.jpg,"{'reference': {'sourceId': 33107, 'mountSlug': 'tabular-playground-series-jul-2022'}, 'name': 'Tabular Playground Series - Jul 2022', 'dataSourceUrl': '/competitions/tabular-playground-series-jul-2022', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/33107/logos/thumb76_76.png?t=2021-12-30-01-27-55'}",,,,,,,,,,,,,"{'id': 6603, 'name': 'categorical data', 'fullPath': 'data type > categorical data', 'description': 'Categorical data are observations that fall into discrete categories, like dog breed, dog color or whether or not a dog likes chew toys.', 'datasetCount': 873, 'competitionCount': 2, 'scriptCount': 1287, 'totalCount': 2162, 'tagUrl': '/tags/categorical-data'}","{'id': 12125, 'name': 'programming', 'fullPath': 'subject > science and technology > computer science > programming', 'description': 'The programming tag contains datsets and kernels from coder surveys, revision histories, and bug triaging.', 'datasetCount': 4516, 'scriptCount': 86109, 'totalCount': 90625, 'tagUrl': '/tags/programming'}","{'id': 13201, 'name': 'exploratory data analysis', 'fullPath': 'technique > exploratory data analysis', 'datasetCount': 1656, 'scriptCount': 23334, 'totalCount': 24990, 'tagUrl': '/tags/eda'}","{'id': 13215, 'name': 'data analytics', 'fullPath': 'technique > data analytics', 'datasetCount': 1731, 'competitionCount': 6, 'scriptCount': 6367, 'totalCount': 8104, 'tagUrl': '/tags/marketing-analytics'}","{'id': 13304, 'name': 'clustering', 'fullPath': 'technique > clustering', 'datasetCount': 401, 'scriptCount': 1914, 'totalCount': 2315, 'tagUrl': '/tags/clustering'}","{'id': 13315, 'name': 'model comparison', 'fullPath': 'technique > model comparison', 'datasetCount': 82, 'scriptCount': 2725, 'totalCount': 2807, 'tagUrl': '/tags/model-comparison'}","{'id': 14101, 'name': 'tabular data', 'fullPath': 'data type > tabular data', 'datasetCount': 4065, 'competitionCount': 149, 'scriptCount': 3370, 'totalCount': 7584, 'tagUrl': '/tags/tabular-data'}","{'id': 16070, 'name': 'model explainability', 'fullPath': 'technique > model explainability', 'description': 'Some see machine learning models as ""black boxes"" that are difficult to interpret and explain. For this challenge, you\'re encouraged to use concepts such as feature importance, perturbation importance, and partial dependence plots to explain the predictions of an ML model.', 'datasetCount': 34, 'scriptCount': 1697, 'totalCount': 1731, 'tagUrl': '/tags/model-explainability'}",,,,
27588167,99761412,Python,python,True,7,328702,85,GOLD, Imputation : Different Techniques with Codes,27,3555,135,357,intro-to-imputation-different-techniques,2022-07-01T08:32:18.957Z,2022-07-01T08:32:21.737Z,https://www.kaggleusercontent.com/kf/99761412/eyJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2In0..FDT6osi7tmUTE5URc8cswg.mITnolTb-888FeNrUSEx95hYSVGy7n2TxL2AMLWiCaFCr7jtb8xpxJO0eozR5PtcS_e283x9viaknC0gGmc8xCMDlPBs4DnbkELMTWPkgn089KxIzOp32j0NWJq2bwMJWq4tbDRZD1FHPc44mQFeGN7pwhm-UWsulysMAAbeBZqCmTWgVnOWacEjKwyeqi9N7VeDU2IWW1lnBFRcCPFzO7x8sqSvFzmHUrKDWYxJy3yfIziENZy1o1i0RUCBpEGMxuLk6Nm9UxCDba6OuD4HyzxzR_lsyoVRijCnzJgGHl0pT3PrO4e-wPQHB553GWH2MH8wJUpEk__ew-wP--pVm3b7U-WNbkxHdKYXdyQALGMKIpO7ibDV5teT7rNgKGq8YhtwP0l9pCmD7JPgctBLTjNMc-UMfoplla945bUKfBxNgfpYnEqyKcmX5V4_MT-mU4znVNDM-Yua8IkmiXNTAv8MEMxaW5ugC_rd4r0sU3ddEC_s3XmGz7FDsfzusYQBkUsAYFsLINUOy9CNoAQffFdjUAH34shDTzxCNMQVDR975zzJhWgoQslLDY9rIQ7e7aiE9WcxRgrbe6qtbMvC8irBYnEeWZC4ficidne-31lFq886xoaksCjToOb1HwzAiGxHWchSbCZbsqoU6phZ-56xIkWlHiBNVKoM_JnVVpZBZUNQCyJrTNXwfO-wNuSw.He7xPhh8_v3gmQXiDX0pog/__results___files/__results___17_1.png,2022-07-01T08:32:21.737Z,/code/azminetoushikwasi/intro-to-imputation-different-techniques,/code/azminetoushikwasi/intro-to-imputation-different-techniques/comments,/code/azminetoushikwasi/intro-to-imputation-different-techniques/data,/code/azminetoushikwasi/intro-to-imputation-different-techniques/edit,True,True,7168168,Azmine Toushik Wasi,azminetoushikwasi,https://storage.googleapis.com/kaggle-avatars/thumbnails/7168168-kg.jpg,/azminetoushikwasi,MASTER,7168168-kg.jpg,"{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 7876, 'mountSlug': 'california-housing-prices'}, 'name': 'California Housing Prices', 'dataSourceUrl': '/datasets/camnugent/california-housing-prices', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/5227/7876/3d18388d350d2791f4121a232acce097/dataset-thumbnail.jpg?t=2017-11-24-13-55-38'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 38454, 'mountSlug': 'melbourne-housing-snapshot'}, 'name': 'Melbourne Housing Snapshot', 'dataSourceUrl': '/datasets/dansbecker/melbourne-housing-snapshot', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2709/4483/d0ebddfbbd8bd5e3b2af1c21948dff0c/dataset-thumbnail.jpg'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3880399, 'mountSlug': 'software-professional-salaries-2022'}, 'name': 'Salary Dataset - 2022', 'dataSourceUrl': '/datasets/iamsouravbanerjee/software-professional-salaries-2022', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2235743/3740052/2459c1270ec6c618517b3f22225f7626/dataset-thumbnail.png?t=2022-06-03-11-49-33'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3887725, 'mountSlug': 'ott-video-streaming-platforms-revenue-and-users'}, 'name': 'OTT, Video Streaming Platforms - Revenue and Users', 'dataSourceUrl': '/datasets/azminetoushikwasi/ott-video-streaming-platforms-revenue-and-users', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2309990/3887725/f7744cb3d0d06dc804005c7da6995edc/dataset-thumbnail.jpeg?t=2022-07-01-08-32-59'}","{'reference': {'sourceId': 3136, 'mountSlug': 'titanic'}, 'name': 'Titanic - Machine Learning from Disaster', 'dataSourceUrl': '/competitions/titanic', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/3136/logos/thumb76_76.png'}","{'reference': {'sourceId': 5407, 'mountSlug': 'house-prices-advanced-regression-techniques'}, 'name': 'House Prices - Advanced Regression Techniques', 'dataSourceUrl': '/competitions/house-prices-advanced-regression-techniques', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/5407/logos/thumb76_76.png'}","{'reference': {'sourceId': 8587, 'mountSlug': 'competitive-data-science-predict-future-sales'}, 'name': 'Predict Future Sales', 'dataSourceUrl': '/competitions/competitive-data-science-predict-future-sales', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/8587/logos/thumb76_76.png?t=2018-02-17-15-25-52'}","{'reference': {'sourceId': 33105, 'mountSlug': 'tabular-playground-series-may-2022'}, 'name': 'Tabular Playground Series - May 2022', 'dataSourceUrl': '/competitions/tabular-playground-series-may-2022', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/33105/logos/thumb76_76.png?t=2021-12-30-01-26-33'}","{'reference': {'sourceId': 33106, 'mountSlug': 'tabular-playground-series-jun-2022'}, 'name': 'Tabular Playground Series - Jun 2022', 'dataSourceUrl': '/competitions/tabular-playground-series-jun-2022', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/33106/logos/thumb76_76.png?t=2021-12-30-01-27-22'}","{'reference': {'sourceId': 34349, 'mountSlug': 'jpx-tokyo-stock-exchange-prediction'}, 'name': 'JPX Tokyo Stock Exchange Prediction', 'dataSourceUrl': '/competitions/jpx-tokyo-stock-exchange-prediction', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/34349/logos/thumb76_76.png?t=2022-03-28-08-13-20'}","{'reference': {'sourceId': 34377, 'mountSlug': 'spaceship-titanic'}, 'name': 'Spaceship Titanic', 'dataSourceUrl': '/competitions/spaceship-titanic', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/34377/logos/thumb76_76.png?t=2022-02-11-22-07-57'}","{'reference': {'sourceId': 35332, 'mountSlug': 'amex-default-prediction'}, 'name': 'American Express - Default Prediction', 'dataSourceUrl': '/competitions/amex-default-prediction', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/35332/logos/thumb76_76.png?t=2022-03-23-01-01-10'}",,"{'id': 6603, 'name': 'categorical data', 'fullPath': 'data type > categorical data', 'description': 'Categorical data are observations that fall into discrete categories, like dog breed, dog color or whether or not a dog likes chew toys.', 'datasetCount': 873, 'competitionCount': 2, 'scriptCount': 1287, 'totalCount': 2162, 'tagUrl': '/tags/categorical-data'}","{'id': 13201, 'name': 'exploratory data analysis', 'fullPath': 'technique > exploratory data analysis', 'datasetCount': 1656, 'scriptCount': 23334, 'totalCount': 24990, 'tagUrl': '/tags/eda'}","{'id': 13202, 'name': 'data cleaning', 'fullPath': 'analysis > data cleaning', 'datasetCount': 896, 'scriptCount': 8835, 'totalCount': 9731, 'tagUrl': '/tags/data-cleaning'}","{'id': 13208, 'name': 'data visualization', 'fullPath': 'technique > data visualization', 'description': 'The art of depicting data in a visual format. Using charts and graphs, it is easier to observe patterns, relationships, and outliers.', 'datasetCount': 1990, 'scriptCount': 26257, 'totalCount': 28247, 'tagUrl': '/tags/data-visualization'}","{'id': 13215, 'name': 'data analytics', 'fullPath': 'technique > data analytics', 'datasetCount': 1731, 'competitionCount': 6, 'scriptCount': 6367, 'totalCount': 8104, 'tagUrl': '/tags/marketing-analytics'}","{'id': 14101, 'name': 'tabular data', 'fullPath': 'data type > tabular data', 'datasetCount': 4065, 'competitionCount': 149, 'scriptCount': 3370, 'totalCount': 7584, 'tagUrl': '/tags/tabular-data'}","{'id': 16580, 'name': 'gpu', 'fullPath': 'subject > science and technology > computer science > accelerators > gpu', 'description': 'A generalized processor that excels at small-to-medium-scale matrix operations. It is traditionally used for training machine learning models on very large datasets.', 'datasetCount': 92, 'scriptCount': 2280897, 'totalCount': 2280989, 'tagUrl': '/tags/gpu'}",,,,,
26802151,99452578,Python,python,True,11,323281,71,SILVER,➡️ Intro to Cross Validation ✅ Different Methods,10,1063,44,342,intro-to-cross-validation-different-methods,2022-06-27T15:31:33.023Z,2022-06-27T15:31:37.723Z,,2022-06-27T15:31:37.723Z,/code/azminetoushikwasi/intro-to-cross-validation-different-methods,/code/azminetoushikwasi/intro-to-cross-validation-different-methods/comments,/code/azminetoushikwasi/intro-to-cross-validation-different-methods/data,/code/azminetoushikwasi/intro-to-cross-validation-different-methods/edit,,True,7168168,Azmine Toushik Wasi,azminetoushikwasi,https://storage.googleapis.com/kaggle-avatars/thumbnails/7168168-kg.jpg,/azminetoushikwasi,MASTER,7168168-kg.jpg,"{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3804815, 'mountSlug': 'bestseller-selfhelp-books-inforeviewssentiment'}, 'name': '📑 Top Self-Help Books 📚📕 2022 Collection 📌', 'dataSourceUrl': '/datasets/azminetoushikwasi/bestseller-selfhelp-books-inforeviewssentiment', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2138823/3558431/b1b30299111be988d7af529c8606a5a2/dataset-thumbnail.jpg?t=2022-05-01-09-20-03'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3810619, 'mountSlug': 'parts-of-speech-collection-2022'}, 'name': '📕 Words - Parts of Speech 📰 Collection 2022 📌', 'dataSourceUrl': '/datasets/azminetoushikwasi/parts-of-speech-collection-2022', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2141804/3564023/ed3ac2570640b111eb6eef3968a7471a/dataset-thumbnail.png?t=2022-05-02-10-26-20'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3828856, 'mountSlug': 'woman-harassment-dataset-200121-bangladesh'}, 'name': 'Woman Harassment Dataset 2001-21 | Bangladesh', 'dataSourceUrl': '/datasets/azminetoushikwasi/woman-harassment-dataset-200121-bangladesh', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2279848/3828856/ee7d4b6039c0656bc3e8bb754d479188/dataset-thumbnail.png?t=2022-06-19-10-56-02'}","{'reference': {'sourceType': 'DATA_SOURCE_TYPE_DATASET_VERSION', 'sourceId': 3856426, 'mountSlug': 'happiness-books-quotes-reviews-sentiments'}, 'name': 'Bestseller Happiness Books 📚 Reviews, Quotes', 'dataSourceUrl': '/datasets/azminetoushikwasi/happiness-books-quotes-reviews-sentiments', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-datasets-images/2141328/3563148/5d0b0a7b973176f96b41d20aef9b6110/dataset-thumbnail.png?t=2022-05-02-07-29-59'}","{'reference': {'sourceId': 3136, 'mountSlug': 'titanic'}, 'name': 'Titanic - Machine Learning from Disaster', 'dataSourceUrl': '/competitions/titanic', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/3136/logos/thumb76_76.png'}","{'reference': {'sourceId': 5407, 'mountSlug': 'house-prices-advanced-regression-techniques'}, 'name': 'House Prices - Advanced Regression Techniques', 'dataSourceUrl': '/competitions/house-prices-advanced-regression-techniques', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/5407/logos/thumb76_76.png'}","{'reference': {'sourceId': 8587, 'mountSlug': 'competitive-data-science-predict-future-sales'}, 'name': 'Predict Future Sales', 'dataSourceUrl': '/competitions/competitive-data-science-predict-future-sales', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/8587/logos/thumb76_76.png?t=2018-02-17-15-25-52'}","{'reference': {'sourceId': 29781, 'mountSlug': 'store-sales-time-series-forecasting'}, 'name': 'Store Sales - Time Series Forecasting', 'dataSourceUrl': '/competitions/store-sales-time-series-forecasting', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/29781/logos/thumb76_76.png?t=2021-09-22-20-00-45'}","{'reference': {'sourceId': 33105, 'mountSlug': 'tabular-playground-series-may-2022'}, 'name': 'Tabular Playground Series - May 2022', 'dataSourceUrl': '/competitions/tabular-playground-series-may-2022', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/33105/logos/thumb76_76.png?t=2021-12-30-01-26-33'}","{'reference': {'sourceId': 33106, 'mountSlug': 'tabular-playground-series-jun-2022'}, 'name': 'Tabular Playground Series - Jun 2022', 'dataSourceUrl': '/competitions/tabular-playground-series-jun-2022', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/33106/logos/thumb76_76.png?t=2021-12-30-01-27-22'}","{'reference': {'sourceId': 34349, 'mountSlug': 'jpx-tokyo-stock-exchange-prediction'}, 'name': 'JPX Tokyo Stock Exchange Prediction', 'dataSourceUrl': '/competitions/jpx-tokyo-stock-exchange-prediction', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/34349/logos/thumb76_76.png?t=2022-03-28-08-13-20'}","{'reference': {'sourceId': 34377, 'mountSlug': 'spaceship-titanic'}, 'name': 'Spaceship Titanic', 'dataSourceUrl': '/competitions/spaceship-titanic', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/34377/logos/thumb76_76.png?t=2022-02-11-22-07-57'}","{'reference': {'sourceId': 35887, 'mountSlug': 'AI4Code'}, 'name': 'Google AI4Code – Understand Code in Python Notebooks', 'dataSourceUrl': '/competitions/AI4Code', 'thumbnailUrl': 'https://storage.googleapis.com/kaggle-competitions/kaggle/35887/logos/thumb76_76.png?t=2022-05-09-23-41-45'}","{'id': 13201, 'name': 'exploratory data analysis', 'fullPath': 'technique > exploratory data analysis', 'datasetCount': 1656, 'scriptCount': 23334, 'totalCount': 24990, 'tagUrl': '/tags/eda'}","{'id': 13202, 'name': 'data cleaning', 'fullPath': 'analysis > data cleaning', 'datasetCount': 896, 'scriptCount': 8835, 'totalCount': 9731, 'tagUrl': '/tags/data-cleaning'}","{'id': 13210, 'name': 'statistical analysis', 'fullPath': 'analysis > statistical analysis', 'datasetCount': 312, 'scriptCount': 1801, 'totalCount': 2113, 'tagUrl': '/tags/statistical-analysis'}","{'id': 13215, 'name': 'data analytics', 'fullPath': 'technique > data analytics', 'datasetCount': 1731, 'competitionCount': 6, 'scriptCount': 6367, 'totalCount': 8104, 'tagUrl': '/tags/marketing-analytics'}","{'id': 13315, 'name': 'model comparison', 'fullPath': 'technique > model comparison', 'datasetCount': 82, 'scriptCount': 2725, 'totalCount': 2807, 'tagUrl': '/tags/model-comparison'}",,,,,,,
